386,2022-11-18,5,5,1~22,33,35,0~33,Very Good
387,2022-11-18,0,3,1~22,22,32,0~33,Very Good
388,2022-11-18,0,2,23~44,17,40,0~33,Very Good
389,2022-11-18,8,3,1~22,47,29,0~33,Very Good
390,2022-11-18,2,3,1~22,35,38,0~33,Very Good
391,2022-11-17,2,2,23~44,13,61,34~67,Good
392,2022-11-17,0,2,23~44,22,50,0~33,Good
393,2022-11-17,2,2,23~44,17,49.07818,34~67,Good
394,2022-11-17,0,1,1~22,8,24,0~33,Very Good
395,2022-11-17,0,2,1~22,7,49,0~33,Very Good
396,2022-11-17,15,3,23~44,33,47,34~67,Very Good
397,2022-11-17,8,8,1~22,28,42,0~33,Very Good
398,2022-11-17,2,3,23~44,22,46,34~67,Good
399,2022-11-17,8,7,45~65,54,49.07818,68~101,Good
400,2022-11-17,2,12,23~44,61,49.07818,34~67,Good
401,2022-11-17,2,2,23~44,37,54,34~67,Good
402,2022-11-17,5,12,23~44,60,49.07818,68~101,Good
403,2022-11-17,5,14,23~44,59,49.07818,34~67,Good
404,2022-11-17,5,3,1~22,22,36,0~33,Very Good
405,2022-11-17,5,3,1~22,17,36,0~33,Very Good
406,2022-11-17,5,2,1~22,8,38,0~33,Very Good
407,2022-11-17,8,3,1~22,18,27,0~33,Very Good
408,2022-11-17,2,2,1~22,20,29,0~33,Very Good
409,2022-11-17,0,1,1~22,0,30,0~33,Very Good
410,2022-11-17,12,3,45~65,18,67,68~101,Good
411,2022-11-17,8,6,45~65,47,67,68~101,Good
412,2022-11-17,10,5,45~65,56,51,68~101,Good
413,2022-11-17,10,5,45~65,56,49.07818,68~101,Good
414,2022-11-17,2,5,45~65,43,74,68~101,Good
415,2022-11-17,2,5,45~65,25,64,68~101,Good
416,2022-11-17,2,7,45~65,57,64,68~101,Good
417,2022-11-17,10,5,45~65,38,71,68~101,Good
418,2022-11-17,45,6,45~65,58,87,68~101,Fair
419,2022-11-17,8,9,45~65,57,49.07818,68~101,Fair
420,2022-11-17,12,5,23~44,48,64,68~101,Good
421,2022-11-17,2,6,45~65,52,58,68~101,Good
422,2022-11-17,2,3,23~44,27,54,68~101,Good
423,2022-11-17,2,8,23~44,40,49,68~101,Good
424,2022-11-17,2,3,45~65,20,51,68~101,Good
425,2022-11-17,5,3,23~44,23,58,68~101,Good
426,2022-11-17,5,3,45~65,22,51,34~67,Good
427,2022-11-17,15,6,45~65,43,64,68~101,Good
428,2022-11-17,8,2,23~44,25,49.07818,34~67,Very Good
429,2022-11-17,2,2,23~44,17,46,34~67,Good
430,2022-11-17,2,3,45~65,18,34,68~101,Good
431,2022-11-17,2,2,45~65,20,44,68~101,Good
432,2022-11-17,8,6,45~65,42,64,68~101,Good
433,2022-11-17,2,5,23~44,43,49,68~101,Good
434,2022-11-17,10,3,45~65,25,44,68~101,Good
435,2022-11-17,12,3,45~65,37,49.07818,34~67,Good
436,2022-11-17,8,5,45~65,45,36,68~101,Good
437,2022-11-17,2,5,45~65,47,39,68~101,Good
438,2022-11-17,5,5,23~44,50,39,68~101,Good
439,2022-11-17,2,6,45~65,52,40,68~101,Good
440,2022-11-17,5,5,45~65,48,43,68~101,Good
441,2022-11-17,8,5,23~44,28,28,34~67,Good
442,2022-11-17,2,3,23~44,22,40,68~101,Good
443,2022-11-17,8,5,23~44,42,42,68~101,Good
444,2022-11-17,8,6,23~44,52,49.07818,34~67,Good
445,2022-11-17,5,5,23~44,52,40,34~67,Good
446,2022-11-17,5,5,23~44,38,36,34~67,Good
447,2022-11-17,5,3,1~22,37,44,34~67,Very Good
448,2022-11-17,2,6,23~44,58,38,34~67,Good
449,2022-11-17,5,6,23~44,58,37,34~67,Good
450,2022-11-17,10,2,1~22,28,44,0~33,Very Good
451,2022-11-17,5,3,23~44,45,39,34~67,Very Good
452,2022-11-17,5,7,23~44,50,37,34~67,Good
453,2022-11-17,5,18,23~44,61,49.07818,34~67,Good
454,2022-11-17,5,5,23~44,48,37,34~67,Very Good
455,2022-11-17,2,5,23~44,50,35,34~67,Good
456,2022-11-17,5,6,23~44,47,30,34~67,Very Good
457,2022-11-17,2,7,23~44,56,23,34~67,Good
458,2022-11-17,2,6,23~44,52,36,34~67,Good
459,2022-11-17,2,6,1~22,30,41,0~33,Very Good
460,2022-11-17,2,5,23~44,43,36,34~67,Very Good
461,2022-11-17,5,7,23~44,51,38,34~67,Good
462,2022-11-17,10,5,23~44,47,35,34~67,Very Good
463,2022-11-17,2,7,23~44,53,40,34~67,Good
464,2022-11-17,5,6,23~44,54,44,34~67,Good
465,2022-11-17,2,5,23~44,52,44,0~33,Good
466,2022-11-17,2,3,23~44,20,44,0~33,Very Good
467,2022-11-17,5,6,23~44,45,38,34~67,Very Good
468,2022-11-17,0,5,23~44,40,39,34~67,Very Good
469,2022-11-16,5,2,23~44,17,44,0~33,Very Good
470,2022-11-16,0,1,1~22,2,44,0~33,Very Good
471,2022-11-16,5,3,23~44,18,49.07818,34~67,Very Good
472,2022-11-16,0,1,1~22,8,30,0~33,Very Good
473,2022-11-16,0,2,1~22,5,39,0~33,Very Good
474,2022-11-16,2,5,1~22,22,36,0~33,Very Good
